node;pid;tid;core_id;sample_count;
jf;186301;186325;11;1;
jf;186301;186325;12;342;
jf;186301;186325;13;418;
jf;186301;186325;14;425;
jf;186301;186325;15;124;
jf;186301;186325;16;433;
jf;186301;186318;1;207;
jf;186301;186318;2;23;
jf;186301;186318;3;508;
jf;186301;186318;4;1224;
jf;186301;186318;5;957;
jf;186301;186318;6;34;
jf;186301;186318;7;80;
jf;186301;186318;8;44;
jf;186301;186318;9;44;
jf;186301;186318;10;84;
jf;186301;186318;11;9;
jf;186301;186318;12;148;
jf;186301;186318;13;51;
jf;186301;186318;14;1;
jf;186301;186318;15;464;
jf;186301;186318;16;39;
jf;186301;186322;1;456;
jf;186301;186322;3;343;
jf;186301;186322;4;331;
jf;186301;186322;5;76;
jf;186301;186322;6;107;
jf;186301;186322;7;40;
jf;186301;186322;8;688;
jf;186301;186322;9;124;
jf;186301;186322;10;385;
jf;186301;186322;12;296;
jf;186301;186322;13;535;
jf;186301;186322;14;133;
jf;186301;186322;15;39;
jf;186301;186322;16;352;
jf;186301;186320;1;359;
jf;186301;186320;5;224;
jf;186301;186320;6;1272;
jf;186301;186320;7;254;
jf;186301;186320;8;374;
jf;186301;186320;9;270;
jf;186301;186320;10;132;
jf;186301;186320;11;184;
jf;186301;186320;12;447;
jf;186301;186320;13;8;
jf;186301;186320;14;85;
jf;186301;186320;15;268;
jf;186301;186320;16;103;
jf;186301;186319;1;90;
jf;186301;186319;2;50;
jf;186301;186319;3;93;
jf;186301;186319;5;59;
jf;186301;186319;6;315;
jf;186301;186319;7;163;
jf;186301;186319;8;87;
jf;186301;186319;9;452;
jf;186301;186319;10;430;
jf;186301;186319;11;985;
jf;186301;186319;12;49;
jf;186301;186319;13;618;
jf;186301;186319;14;69;
jf;186301;186319;15;56;
jf;186301;186319;16;426;
jf;186301;186321;1;126;
jf;186301;186321;2;1176;
jf;186301;186321;3;194;
jf;186301;186321;4;373;
jf;186301;186321;5;35;
jf;186301;186321;6;108;
jf;186301;186321;7;1;
jf;186301;186321;8;89;
jf;186301;186321;9;411;
jf;186301;186321;10;688;
jf;186301;186321;12;185;
jf;186301;186321;13;212;
jf;186301;186321;14;6;
jf;186301;186321;15;270;
jf;186301;186321;16;57;
jf;186301;186323;1;555;
jf;186301;186323;2;1745;
jf;186301;186323;3;94;
jf;186301;186323;5;324;
jf;186301;186323;8;1;
jf;186301;186323;9;3;
jf;186301;186323;10;109;
jf;186301;186323;11;258;
jf;186301;186323;12;694;
jf;186301;186323;13;74;
jf;186301;186323;14;13;
jf;186301;186323;15;1;
jf;186301;186323;16;89;
jf;186301;186324;1;166;
jf;186301;186324;2;161;
jf;186301;186324;3;317;
jf;186301;186324;4;232;
jf;186301;186324;5;140;
jf;186301;186324;6;587;
jf;186301;186324;7;204;
jf;186301;186324;8;704;
jf;186301;186324;9;272;
jf;186301;186324;10;187;
jf;186301;186324;11;89;
jf;186301;186324;13;603;
jf;186301;186324;14;116;
jf;186301;186324;15;105;
jf;186301;186324;16;61;
